Notes	GroupName	GroupID	GroupORFs
Addinall et al. PLoS Genetics (2011)	Enhancers of cdc13-1 fitness defect	Addinall	YMR284W YOR027W YCR020C-A YBR275C YDR260C YCR079W YDL056W YCL060C YBR072W YCL061C YPR051W YGL014W YAL024C YKL191W YHR111W YPR120C YGR200C YHR030C YGR123C YBR034C YCR077C YPR040W YGR187C YIL103W YCL016C YJL092W YDR290W YPR046W YEL053C YMR073C YIL009C-A YER155C YBL088C YIL131C YPL179W YPR050C YIL154C YLR233C YNL153C YML062C YLR172C YBR059C YGL042C YDR121W YMR299C YDR075W YLL026W YJL095W YJR084W YJR043C YMR312W YMR106C YLR143W YBR278W YJR097W YLR418C YOR322C YDL236W YHL034C YMR294W YKL149C YPL086C YHR167W YNL120C YPL101W YPL139C YPL008W YLR102C YNL068C YMR074C YBR277C YOR144C YOR269W YHR129C YPR095C YLR384C YMR055C YNL280C YGL094C YOR251C YBR121C YBR170C YHL023C YER089C YNL106C YNL119W YIL153W YKL056C YJL168C YIL008W YKR082W YKR074W YGL244W YGR081C YMR310C YPR031W YLL043W YKR054C YMR048W YOR113W YLR006C YPR135W YDR149C YBL031W YDR335W YJL124C YNL171C YBR231C YML007W YCR053W YOR123C YOL081W YNL096C YLL049W YPL269W YDR369C YNL064C YPL102C YPR023C YBR099C YBL071C YGL217C YPL265W YLR332W YDR150W YPR164W YPL017C YPR039W YPR098C YGL211W YGL163C YDR289C YNL164C YKL110C YPL001W YDR363W-A YAL013W YPR167C YBL061C YOR052C YMR078C YHR191C YPL240C YPR119W YDR477W YLR205C YKL025C YKL160W YPR097W YER095W YJR032W YPR030W YPR078C YPL225W YKL113C YDR135C YBR044C YLR018C YMR263W YLL013C YAR002W YPR149W YPL184C YNL117W YNL288W YBR246W YDR046C YHR041C YOR155C YIL136W YDR156W YPR038W YOL067C YPL250C YCL032W YPL183C YNL125C YFL010W-A YIL040W YJR135C YOL004W YNL242W YJL169W YPR029C YKL150W YPR084W YKR077W YPL035C YBR215W YNL076W YPR148C YBL103C YDL070W YLR387C YMR316C-B YNL250W YDR378C YLR015W YJR053W YKL033W-A YBR061C YFL003C YOR374W YPR132W YKL020C YPL253C YOR064C YLL002W YNL249C YAL056W YJL148W YFL010C YOR279C YOL153C YPL174C YFL063W YNL011C YGL179C YDR076W YPL018W YKR031C YJL023C YBR299W YPL038W YPL155C YKL032C YOR180C YKL031W YPR147C YOR158W YKL206C YGR289C YMR100W YFL018C YIR039C YMR189W YDR469W YJL062W YIL151C YKL074C YDL071C YMR198W YMR176W YPL267W YPR068C YNR045W YMR224C YPL037C YPR174C YDL109C YOL071W YML032C YAL046C YPR106W YKR057W YKL038W YLR367W YGL141W YKL047W YPL158C YBR149W YOR047C YJR066W YPR160W YLR388W YPL263C YML128C YPR152C YKL175W YBR048W YDL040C YGR118W YOR202W YOR245C YPL096W YJR154W YGR214W YMR105C YGL080W YNR059W YDL012C YPL239W YML028W YER178W YMR206W YOR382W YLL019C YDR262W YBR028C YPR020W 
Addinall et al. PLoS Genetics (2011)	Suppressors of cdc13-1 fitness defect	Addinall	YNL180C YKL109W YJL094C YLR451W YOR026W YBR104W YHR076W YPL144W YDR049W YKR027W YMR275C YCL009C YGL174W YLR393W YPL115C YLR395C YAL048C YHR163W YJL176C YOR109W YHL005C YLR109W YPL098C YJR059W YLR404W YJR077C YDR372C YKL208W YJL134W YNL215W YLR035C YOL035C YNL121C YNL070W YFR013W YOR350C YOR045W YOR037W YAL005C YOL027C YCR073W-A YMR099C YJL053W YJL208C YJL120W YDL172C YMR261C YCR063W YLR342W YGR181W YLR091W YGR132C YMR116C YDR430C YOR354C YCR087W YMR167W YGR206W YBL032W YER074W YMR177W YMR040W YOL089C YJL064W YDL096C YNL109W YIR033W YPL182C YDR537C YNL254C YMR035W YOR017W YOR226C YDR255C YKL087C YDR116C YGL054C YML119W YDR506C YIL111W YLR334C YHR161C YJL183W YGR192C YDR056C YDR467C YER156C YNL219C YOR131C YDR512C YHR073W YNL082W YDR269C YDR146C YOR065W YJR005W YPL181W YHL029C YOL079W YGR226C YOR156C YCR088W YJR010W YMR283C YCR051W YNL067W YER054C YJR145C YGL253W YHR158C YGR129W YJL149W YFL001W YGL237C YJL121C YFL014W YLR191W YDR279W YBL021C YGL020C YGL226C-A YDR024W YMR135C YDR276C YDR414C YOR359W YDR329C YDR162C YGR208W YGL057C YNL141W YOR309C YJL048C YML053C YPL227C YJL172W YDL051W YDR348C YOL039W YDR265W YJL201W YKL120W YNR051C YMR127C YCR031C YJL177W YJL211C YJL215C YBR144C YKL121W YIL090W YJR074W YDR316W YMR241W YOR132W YGR166W YDR266C YJL145W YDL088C YMR276W YBR229C YHR179W YLR407W YCR037C YOR067C YML108W YLR218C YHR082C YNR029C YCR076C YGR202C YDR203W YOR213C YAR015W YJL210W YDR466W YOR247W YHL031C YBL059W YOR002W YGR231C YJR052W YCR009C YOR082C YDL240W YOR124C YDL006W YHL002W YML102C-A YDR126W YOR375C YNL323W YLR290C YAL058C-A YOL070C YML022W YHL013C YBR285W YGL226W YJL139C YLR180W YBR232C YKR094C YBR105C YMR256C YML001W YLR360W YJL206C YLR099C YOL006C YLR038C YOL008W YGR077C YJR033C YKR001C YPL062W YJL110C YLR217W YGL019W YDR271C YPL205C YDL189W YDL183C YPR191W YOL044W YLR131C YBR226C YPL161C YJL154C YDR181C YKL008C YNR030W YNL169C YDL050C YGR270W YIL157C YDR202C YLR386W YCR095C YLR019W YLL006W YDR099W YOR089C YBR164C YOR069W YPL061W YGR183C YDR332W YLR192C YPR134W YMR153W YGL005C YBL083C YIL135C YIL023C YPL030W YKL184W YBL087C YOR106W YGL215W YLR370C YGL149W YDR440W YJR094W-A YDL142C YPL079W YOR085W YGL227W YER151C YGR259C YOL050C YIL066C YER075C YDL182W YER056C YNL227C YGR174C YER093C-A YDR486C YML008C YJL185C YBR233W YKL081W YBL082C YIL093C YML102W YFR041C YDR007W YDR297W YCR071C YML013C-A YHR116W YLR150W YMR153C-A YGL124C YOR076C YNL080C YBL089W YJR060W YOR234C YNL183C YLR289W YLR062C YGL203C YOL059W YKR048C YIL101C YER153C YGR260W YLR344W YDR270W YLR398C YDL081C YHR178W YDR399W YNL162W YOR243C YER056C-A YER145C YKL041W YBR168W YLR338W YLR335W YDL176W YPL080C YGL219C YLR193C YCL010C YOR068C YKR035C YIL035C YKL010C YNL241C YMR067C YNL238W YDL118W YEL037C YIL133C YCR028C-A YMR057C YDL077C YLR337C YLR448W YER111C YCR065W YOL001W YMR058W YOL009C YJR070C YDR463W YER161C YJR040W YIL159W YGR227W YGR092W YGR148C YIL161W YIL124W YOR209C YIL123W YPR069C YLR402W YCR044C YAL026C YIL107C YBR291C YLR354C YDR067C YGL202W YNL032W YJL036W YIL079C YHR146W YJL004C YML060W YIL053W YOL052C YDR006C YFR032C-A YBR031W YGL213C YNR005C YGL031C YDR388W YIL017C YMR282C YIL128W YIL034C YPR074C YER020W YMR193C-A YKR042W YOR080W YBR066C YLR111W YDR080W YPR045C YML010C-B YKR035W-A YBR266C YFR010W YGL023C YMR039C YLR262C YLR110C YIL110W YIL057C YMR194W YBR227C YAL002W YIL160C YLR453C YBR131W YLR061W YMR165C YLR261C YIL097W YDL191W YGL084C YDR471W YBL104C YDL130W YIL055C YNL322C YKR020W YDL117W YOL138C YDL190C YBL016W YCR034W YKL009W YFL036W YBR267W YDL119C YIR002C YKL048C YGR101W YPR173C YLR119W YKR099W YBL047C YPR044C YOR039W YDR217C YGR085C YDL106C YBR273C YNL069C YKL213C YDR206W YHR081W YBR057C YML097C YLR372W YFL025C YLR039C YER119C-A YNL307C YAR018C YLR056W YGL078C YPR043W YGL024W YHL033C YER002W YGL212W YHR066W YLL045C YOR035C YFR031C-A YAR014C YKR007W YBR274W YDR127W YBL007C YIL036W YGL173C YDR389W YAL010C YDR500C YDL232W YDL136W YGL147C YLR185W YDR101C YFL023W YBR082C YER007C-A YDL082W YJR014W YNL226W YPL069C YGL218W YDR382W YOR061W YER120W YGL148W YML121W YLR410W YMR080C YOR033C YDR143C YHR077C YDR315C YGR072W YKL176C YDL020C YER173W YOR368W YER177W YDR128W YPL194W
Addinall et al. PLoS Genetics (2011)	Strongest enhancers of cdc13-1	Addinall	YMR284W YOR027W YCR020C-A YBR275C YDR260C YCR079W YDL056W YCL060C YBR072W YCL061C YPR051W YGL014W YAL024C YKL191W YHR111W YPR120C YGR200C YHR030C YGR123C YBR034C YCR077C YPR040W YGR187C YIL103W YCL016C YJL092W YDR290W YPR046W YEL053C YMR073C YIL009C-A YER155C YBL088C YIL131C YPL179W YPR050C YIL154C YLR233C YNL153C YML062C YLR172C YBR059C YGL042C YDR121W YMR299C YDR075W YLL026W YJL095W YJR084W YJR043C YMR312W YMR106C YLR143W YBR278W YJR097W YLR418C YOR322C YDL236W YHL034C YMR294W YKL149C YPL086C YHR167W YNL120C YPL101W YPL139C YPL008W YLR102C YNL068C YMR074C YBR277C YOR144C YOR269W YHR129C YPR095C YLR384C YMR055C YNL280C YGL094C YOR251C YBR121C YBR170C YHL023C YER089C YNL106C YNL119W YIL153W YKL056C YJL168C YIL008W YKR082W YKR074W YGL244W YGR081C YMR310C YPR031W YLL043W YKR054C YMR048W YOR113W YLR006C YPR135W YDR149C YBL031W YDR335W YJL124C YNL171C YBR231C YML007W YCR053W YOR123C YOL081W YNL096C YLL049W YPL269W YDR369C YNL064C YPL102C YPR023C YBR099C YBL071C YGL217C YPL265W YLR332W YDR150W YPR164W YPL017C YPR039W YPR098C YGL211W YGL163C YDR289C YNL164C YKL110C YPL001W YDR363W-A YAL013W YPR167C YBL061C YOR052C YMR078C YHR191C YPL240C YPR119W YDR477W YLR205C YKL025C YKL160W YPR097W YER095W 
Addinall et al. PLoS Genetics (2011)	Strongest suppressors of cdc13-1	Addinall	YCR044C YAL026C YIL107C YBR291C YLR354C YDR067C YGL202W YNL032W YJL036W YIL079C YHR146W YJL004C YML060W YIL053W YOL052C YDR006C YFR032C-A YBR031W YGL213C YNR005C YGL031C YDR388W YIL017C YMR282C YIL128W YIL034C YPR074C YER020W YMR193C-A YKR042W YOR080W YBR066C YLR111W YDR080W YPR045C YML010C-B YKR035W-A YBR266C YFR010W YGL023C YMR039C YLR262C YLR110C YIL110W YIL057C YMR194W YBR227C YAL002W YIL160C YLR453C YBR131W YLR061W YMR165C YLR261C YIL097W YDL191W YGL084C YDR471W YBL104C YDL130W YIL055C YNL322C YKR020W YDL117W YOL138C YDL190C YBL016W YCR034W YKL009W YFL036W YBR267W YDL119C YIR002C YKL048C YGR101W YPR173C YLR119W YKR099W YBL047C YPR044C YOR039W YDR217C YGR085C YDL106C YBR273C YNL069C YKL213C YDR206W YHR081W YBR057C YML097C YLR372W YFL025C YLR039C YER119C-A YNL307C YAR018C YLR056W YGL078C YPR043W YGL024W YHL033C YER002W YGL212W YHR066W YLL045C YOR035C YFR031C-A YAR014C YKR007W YBR274W YDR127W YBL007C YIL036W YGL173C YDR389W YAL010C YDR500C YDL232W YDL136W YGL147C YLR185W YDR101C YFL023W YBR082C YER007C-A YDL082W YJR014W YNL226W YPL069C YGL218W YDR382W YOR061W YER120W YGL148W YML121W YLR410W YMR080C YOR033C YDR143C YHR077C YDR315C YGR072W YKL176C YDL020C YER173W YOR368W YER177W YDR128W YPL194W 
Addinall et al. PLoS Genetics (2011)	Enhancers of yku70D fitness defect	Addinall	YBL088C YPR046W YNR024W YPR119W YJR084W YIL009C-A YLR014C YMR080C YCR095C YGL016W YAL056W YDR067C YPL100W YGL066W YBL047C YJR075W YMR216C YDR289C YHR077C YGR072W YDL219W YDR090C YDR372C YPL139C YPL138C YKR035C YNL032W YNR025C YCR034W YNL068C YLR233C YNL099C YGL163C YDR024W YPL079W YDR120C YLR055C YOL061W YOR054C YMR263W YBR090C-A YDR310C YER161C YMR039C YOR069W YJR118C YNL097C YDR025W YKL110C YBR034C YPR060C YJL062W YBR103W YKR035W-A YDR486C YDR431W YLR015W YBR272C YLR361C YDR389W YIR023W YBL089W YBR187W YJL169W YLR181C YCR071C YHL029C YAL058C-A YDL190C YDR392W YDR388W YKR072C YNL056W YCR032W YNL069C YML013C-A YDR004W YFR040W YLR085C YPL090C YDR290W YGR229C YGL043W YDR163W YPL144W YAL011W YDR477W YBR059C YOR132W YOL081W YER095W YAL023C YOR027W YOR068C YMR179W YGL124C YNL299W YCR033W YLR021W YOR123C YKR094C YNL286W YBL104C YML097C YDR075W YDR076W YOR008C YHR200W YBR134W YBR194W YBR188C YNL307C YOR120W YGL020C YAL020C YJR145C YLR388W YMR312W YAL026C YKL037W YBR229C YOR070C YGL042C YLR402W YML035C YAL004W YBR114W YJR109C YOR291W YCL060C YKR001C YOR189W YPL080C YJR066W YPL120W YDR334W YPL239W YLR386W YML041C YGL167C YML107C YOR304W YGL133W YJL064W YJL148W YKR028W YAL005C YPR057W YOR279C YAR015W YER002W YJL053W YOL093W YKL176C YDL100C YPL101W YNL162W YML017W YDL074C YBL048W YBL032W YBR107C YPL061W YLR342W YDR357C YBR146W YBL003C YBR072W YDR121W YBR151W YAL031C YOR322C YBR245C YBR177C YAL014C YBR041W YOR277C YBR108W YBL057C YPL062W YBR138C YBR014C YAR014C YBR148W YBR031W YBR166C YBR203W YML032C YDR409W YBR222C YBL066C YNL250W YBR182C YDL050C YBR195C YER173W YDL125C YDR329C YDR496C YKL183W YML028W YDL081C YDR422C YHR067W YDL109C YDL157C YOL052C YNR059W YOL080C YJL115W YOR221C YBR028C YBR026C 
Addinall et al. PLoS Genetics (2011)	Suppressors of yku70D fitness defect	Addinall	YKL109W YNL125C YBR274W YHR204W YLR283W YJL159W YPL159C YNL121C YLL061W YLR125W YLR286C YIL138C YHR160C YFL021W YLR017W YFR049W YJL190C YFR041C YER156C YER093C-A YFL030W YFL044C YGL202W YFL032W YLR104W YIL099W YLL047W YLL060C YJL141C YLR220W YJL146W YGR124W YKR084C YNL044W YLR120C YOR026W YJL147C YJL193W YNL074C YJL112W YLR133W YGR131W YMR127C YER077C YFL031W YFR054C YKR060W YLL062C YLR303W YGL086W YLL002W YOR144C YLR123C YLR018C YLR020C YJL171C YER075C YJL135W YLL028W YFR024C-A YHL031C YLL023C YFL049W YGL010W YML016C YLR107W YER019W YJL188C YLR325C YPL212C YIL087C YLR350W YJL134W YJL187C YOR033C YCR031C YGL219C YGL013C YLR264W YOR006C YHR203C YMR106C YIL103W YLR453C YDR315C YEL053C YIL037C YLL006W YNL187W YIL149C YJL197W YPL069C YLR335W YJR074W YML038C 
Addinall et al. PLoS Genetics (2011)	Strongest enhancers of yku70D 	Addinall	YBL088C YPR046W YNR024W YPR119W YJR084W YIL009C-A YLR014C YMR080C YCR095C YGL016W YAL056W YDR067C YPL100W YGL066W YBL047C YJR075W YMR216C YDR289C YHR077C YGR072W YDL219W YDR090C YDR372C YPL139C YPL138C YKR035C YNL032W YNR025C YCR034W YNL068C YLR233C YNL099C YGL163C YDR024W YPL079W YDR120C YLR055C YOL061W YOR054C YMR263W YBR090C-A YDR310C YER161C YMR039C YOR069W YJR118C YNL097C YDR025W YKL110C YBR034C YPR060C YJL062W YBR103W YKR035W-A YDR486C YDR431W YLR015W YBR272C YLR361C YDR389W YIR023W YBL089W YBR187W YJL169W YLR181C YCR071C YHL029C YAL058C-A YDL190C YDR392W YDR388W YKR072C YNL056W YCR032W YNL069C YML013C-A YDR004W YFR040W YLR085C YPL090C YDR290W YGR229C YGL043W YDR163W YPL144W YAL011W YDR477W YBR059C YOR132W YOL081W YER095W YAL023C YOR027W YOR068C YMR179W YGL124C YNL299W YCR033W YLR021W YOR123C 
Addinall et al. PLoS Genetics (2011)	Strongest suppressors of yku70D 	Addinall	YOL080C YJL115W YOR221C YBR028C YBR026C YKL109W YNL125C YBR274W YHR204W YLR283W YJL159W YPL159C YNL121C YLL061W YLR125W YLR286C YIL138C YHR160C YFL021W YLR017W YFR049W YJL190C YFR041C YER156C YER093C-A YFL030W YFL044C YGL202W YFL032W YLR104W YIL099W YLL047W YLL060C YJL141C YLR220W YJL146W YGR124W YKR084C YNL044W YLR120C YOR026W YJL147C YJL193W YNL074C YJL112W YLR133W YGR131W YMR127C YER077C YFL031W YFR054C YKR060W YLL062C YLR303W YGL086W YLL002W YOR144C YLR123C YLR018C YLR020C YJL171C YER075C YJL135W YLL028W YFR024C-A YHL031C YLL023C YFL049W YGL010W YML016C YLR107W YER019W YJL188C YLR325C YPL212C YIL087C YLR350W YJL134W YJL187C YOR033C YCR031C YGL219C YGL013C YLR264W YOR006C YHR203C YMR106C YIL103W YLR453C YDR315C YEL053C YIL037C YLL006W YNL187W YIL149C YJL197W YPL069C YLR335W YJR074W YML038C 
Askree et al. PNAS (2004) and others	DAmP Long Telomeres	KupiecLab	YOR218C YBL074C YPL255W YLR175W YDL220C YKL022C YAL038W YBR109C YOR260W YDR331W YOR278W YJR022W YKL165C YEL032W YGL201C YHR042W YDL208W YIR008C YBR154C YLR167W YKR008W YFR037C YFR005C YDR498C YOR254C YDR510W YPR133C YDR082W YBR254C YDL163W YDL165W YJL032W YLR198C YLR230W YLR317W YLR339C YOR218C
Askree et al. PNAS (2004) and others	Long  Telomeres	KupiecLab	YCR082W YKL114C YMR116C YLR423C YPL178W YOR144C YCR065W YDR174W YDR138W YCR020W-B YCR071C YBL006C YPL213W YEL053C YPR051W YCR020C-A YIL128W YPR131C YCR026C YGR159C YML060W YCR037C YHR075C YOR293W YCR031C YPR132W YJR145C YDR083W YCR073W-A YBR283C YDR443C YPL042C YNL025C YMR125W YBR284W YBR300C YGR281W YBR179C YBL032W YDR173C YDR017C YIL149C YEL019C YBR233W YKL164C YPL268W YNL102W YBL035C YNL262W YDL102W YBR088C YNL016W YNL216W YBR049C  YMR239C YLR010C YPL157W YJL138C YLR337C
Askree et al. PNAS (2004) and others	Slightly Long Telomeres	KupiecLab	YDR184C YER155C YOR078W YCR047C YDL151C YGL003C YGR157W YCR086W YPL049C YJR080C YOR183W YGR160W YNL133C YOR040W YPL189W YJR055W YLL026W YNL147W YAL010C YPR070W YMR167W YGL136C YOR156C YMR091C YDL167C YGL151W YLR338W YJL179W YJR043C YLR032W YDR195W YDR156W YBR048W YMR143W YDL083C YDR447C YDR450W YOL121C YKR057W YJL190C YGR118W YHR021C YLR264W YOR182C YHR203C YBR156C YER116C YOL020W YKR059W YDR470C YLR322W YBR134W YBR292C YNL064C YDR442W YGL039W YHL012W YJL182C YJR079W YML034C-A YMR269W YOR008C-A YOR066W YOR235W YPL017C YPL068C YPL105C YOL109W 
Askree et al. PNAS (2004) and others	Very Long Telomeres	KupiecLab	YHR013C YML061C YKL113C YBR275C YLR453C YML024W YPL193W YCR081W
Askree et al. PNAS (2004) and others	Combined Long Telomeres	KupiecLab	YOR218C YBL074C YPL255W YLR175W YDL220C YKL022C YAL038W YBR109C YOR260W YDR331W YOR278W YJR022W YKL165C YEL032W YGL201C YHR042W YDL208W YIR008C YBR154C YLR167W YKR008W YFR037C YFR005C YDR498C YOR254C YDR510W YPR133C YDR082W YBR254C YDL163W YDL165W YJL032W YLR198C YLR230W YLR317W YLR339C YOR218C YCR082W YKL114C YMR116C YLR423C YPL178W YOR144C YCR065W YDR174W YDR138W YCR020W-B YCR071C YBL006C YPL213W YEL053C YPR051W YCR020C-A YIL128W YPR131C YCR026C YGR159C YML060W YCR037C YHR075C YOR293W YCR031C YPR132W YJR145C YDR083W YCR073W-A YBR283C YDR443C YPL042C YNL025C YMR125W YBR284W YBR300C YGR281W YBR179C YBL032W YDR173C YDR017C YIL149C YEL019C YBR233W YKL164C YPL268W YNL102W YBL035C YNL262W YDL102W YBR088C YNL016W YNL216W YBR049C  YMR239C YLR010C YPL157W YJL138C YLR337C YDR184C YER155C YOR078W YCR047C YDL151C YGL003C YGR157W YCR086W YPL049C YJR080C YOR183W YGR160W YNL133C YOR040W YPL189W YJR055W YLL026W YNL147W YAL010C YPR070W YMR167W YGL136C YOR156C YMR091C YDL167C YGL151W YLR338W YJL179W YJR043C YLR032W YDR195W YDR156W YBR048W YMR143W YDL083C YDR447C YDR450W YOL121C YKR057W YJL190C YGR118W YHR021C YLR264W YOR182C YHR203C YBR156C YER116C YOL020W YKR059W YDR470C YLR322W YBR134W YBR292C YNL064C YDR442W YGL039W YHL012W YJL182C YJR079W YML034C-A YMR269W YOR008C-A YOR066W YOR235W YPL017C YPL068C YPL105C YOL109W YHR013C YML061C YKL113C YBR275C YLR453C YML024W YPL193W YCR081W
Askree et al. PNAS (2004) and others	DAmP Short Telomeres	KupiecLab	YOR335C YDR118W YIL062C YNR035C YDL029W YJR065C YDR054C YER157W YKR083C YDR021W YMR277W YOL133W YLR355C YDR037W YLR106C YGR158C YNL137C YJL076W YPR144C YKR022C YNL261W YBR167C YPR103W YMR314W YER013W YGR091W YGR075C YPR178W YGL120C YOL146W YLR071C YMR061W YGL044C YDR404C YFR052W YDL147W YDL097C YPR108W YDR394W YOR117W YER043C YHR083W YPL083C YPL128C YIL144W YDR246W YDL060W YFL037W YDR396W YGR198W 
Askree et al. PNAS (2004) and others	Short Telomeres	KupiecLab	YNL220W YJR105W YBR132C YBR286W YJL071W YLR242C YPR049C YPL161C YLR015W YPL084W YEL029C YLR390W-A YLR418C YKL139W YAL013W YDR069C YKL204W YFR041C YOL051W YAL044C YJL184W YML121W YGL084C YDR295C YMR186W YOL068C YGL168W YLL027W YGL173C YOR322C YHR081W YGR057C YOR241W YLL006W YER068W YKL170W YKL009W YHR077C YHL020C YBR279W YBR035C YLR148W YOL001W YPL031C YDL006W YGL058W YOR279C YGL070C YDR418W YGL135W YIL052C YDL020C YLR357W YMR263W YOL004W YDL047W YGR229C YLR025W YGL127C YPL106C YDR310C YLR372W YHR167W YAL016W YJL129C YGR072W YNL229C YDL077C YBR097W YDR495C YLR240W YLR417W YNL246W YML097C YLR090W YEL057C YGR042W YMR031W-A YOL138C YPL041C YPL144W YPL205C YGR270W YGR262C YOR074C YLR103C YJR057W YML036W YMR078C YPL194W YLR372W YPL240C YKR038C YNL132W YDR499W YDR060W YBR136W YMR024W YER059W YBL041W YGR280C YOR368W YPL153C YAR007C YNL312W YJL173C YJL026W YHR143W-A YHR119W YBR103W YLR442C YGL169W YAR003W YBR175W YGR099W YDL185W YLR234W YMR077C YOR089C YNR006W YDR080W YJL029C 
Askree et al. PNAS (2004) and others	Slightly Short Telomeres	KupiecLab	YDL192W YDL074C YPR030W YIL036W YHR191C YBR112C YCL016C YDL101C YDR206W YMR202W YHR059W YAL056W YGR163W YNL281W YLR192C YPL254W YOR123C YML062C YMR070W YCL061C YMR225C YAR002W YGR101W YGL025C YBR106W YOR321W YDR300C YOL061W YBL046W YJL140W YMR142C YGL244W YDR363W-A YBL058W YDR227W YNL032W YNL243W YOR327C YPL002C YHR139C YMR179W YHR041C YGR104C YGL024W YCL008C YDR320C YPR133W-A YGL212W YJR102C YPL065W YDR027C YOR043W YDL118W YDL119C YDR115W YDR532C YIL042C YIL077C YML001W YOR003W 
Askree et al. PNAS (2004) and others	Very Short Telomeres	KupiecLab	YGR036C YLR233C YLR318W YIL009C-A YMR224C YMR080C YBL041W YNL250W YNL072W YER070W YDL081C YBL088C YDR369C YEL033W YMR284W YMR106C
Askree et al. PNAS (2004) and others	Combined Short Telomeres	KupiecLab	YOR335C YDR118W YIL062C YNR035C YDL029W YJR065C YDR054C YER157W YKR083C YDR021W YMR277W YOL133W YLR355C YDR037W YLR106C YGR158C YNL137C YJL076W YPR144C YKR022C YNL261W YBR167C YPR103W YMR314W YER013W YGR091W YGR075C YPR178W YGL120C YOL146W YLR071C YMR061W YGL044C YDR404C YFR052W YDL147W YDL097C YPR108W YDR394W YOR117W YER043C YHR083W YPL083C YPL128C YIL144W YDR246W YDL060W YFL037W YDR396W YGR198W YNL220W YJR105W YBR132C YBR286W YJL071W YLR242C YPR049C YPL161C YLR015W YPL084W YEL029C YLR390W-A YLR418C YKL139W YAL013W YDR069C YKL204W YFR041C YOL051W YAL044C YJL184W YML121W YGL084C YDR295C YMR186W YOL068C YGL168W YLL027W YGL173C YOR322C YHR081W YGR057C YOR241W YLL006W YER068W YKL170W YKL009W YHR077C YHL020C YBR279W YBR035C YLR148W YOL001W YPL031C YDL006W YGL058W YOR279C YGL070C YDR418W YGL135W YIL052C YDL020C YLR357W YMR263W YOL004W YDL047W YGR229C YLR025W YGL127C YPL106C YDR310C YLR372W YHR167W YAL016W YJL129C YGR072W YNL229C YDL077C YBR097W YDR495C YLR240W YLR417W YNL246W YML097C YLR090W YEL057C YGR042W YMR031W-A YOL138C YPL041C YPL144W YPL205C YGR270W YGR262C YOR074C YLR103C YJR057W YML036W YMR078C YPL194W YLR372W YPL240C YKR038C YNL132W YDR499W YDR060W YBR136W YMR024W YER059W YBL041W YGR280C YOR368W YPL153C YAR007C YNL312W YJL173C YJL026W YHR143W-A YHR119W YBR103W YLR442C YGL169W YAR003W YBR175W YGR099W YDL185W YLR234W YMR077C YOR089C YNR006W YDR080W YJL029C YDL192W YDL074C YPR030W YIL036W YHR191C YBR112C YCL016C YDL101C YDR206W YMR202W YHR059W YAL056W YGR163W YNL281W YLR192C YPL254W YOR123C YML062C YMR070W YCL061C YMR225C YAR002W YGR101W YGL025C YBR106W YOR321W YDR300C YOL061W YBL046W YJL140W YMR142C YGL244W YDR363W-A YBL058W YDR227W YNL032W YNL243W YOR327C YPL002C YHR139C YMR179W YHR041C YGR104C YGL024W YCL008C YDR320C YPR133W-A YGL212W YJR102C YPL065W YDR027C YOR043W YDL118W YDL119C YDR115W YDR532C YIL042C YIL077C YML001W YOR003W YGR036C YLR233C YLR318W YIL009C-A YMR224C YMR080C YBL041W YNL250W YNL072W YER070W YDL081C YBL088C YDR369C YEL033W YMR284W YMR106C
Askree et al. PNAS (2004) and others	Unknown (Telomeres)	KupiecLab	YER177W YDR099W YPR175W YBR278W YDR121W YOR033C YDR110W YDR315c YER173W YDR217C YPL024W YDR143C 
Meng et al. The EMBO Journal (2009)	Long  Telomeres	Meng	YJL005W
Meng et al. The EMBO Journal (2009)	Short Telomeres	Meng	YGL150C YPL204W YMR076C YBR192W YIL051C YHR070W YGL099W YDR041W YNL306W YJR017C YBR002C YKL006C-A YOR160W YCL004W YDL120W YER043C YGR065C YMR301C YDR413C
Meng et al. The EMBO Journal (2009)	Slightly Short Telomeres	Meng	YBR256C
Meng et al. The EMBO Journal (2009)	Very Short Telomeres	Meng	YGR002C YDR412W
Stirling et al. PLoS Genetics (2011)	"Kinetochore, Spindle and Cell Cycle"	Stirling	YIL144W YMR117C YOL069W YER018C YAL034W-A YIR010W YJR112W YPL233W YPL209C YHR199C-A  YBR156C YDR254W YLR381W YGR179C YPL018W YDR201W YKR037C YGR113W YGL061C YKL052C YOR026W YFR046C YKL089W YBR211C YMR168C YMR094W YGR140W YOR195W YGL060W YKL049C YOR057W YPR046W YDR318W YJR135C YDL139C YBR107C YDR328C YCL029C YHR166C YDR118W YGL240W YGL116W YGL003C YDL008W YGL086W YJL030W YGR188C YOR073W YLR457C YGL093W YPL253C YNL126W YHR172W YKL042W YOL091W YDR356W YDR532C YDL028C YOR058C YBL031W YBL034C YCR065W YEL061C YMR198W YPL017C YDR130C YER016W YPR141C YOR349W YPL241C YMR138W YER007W YEL003W YML094W YGR078C YJL179W YLR200W YLR212C YML124C YML085C YFL037W YBR158W YFR028C YJR053W YGR108W YDL155W YPR120C YBR160W YBR135W YAL040C YOR066W YLR079W YFL017C YPL031C YOR083W YCR008W YML016C YLR361C YDR168W YDR113C YDR510W YDL064W YLR394W YER133W YKL193C YLR273C YMR311C YBL058W YAL016W YOR014W 
